ID,adj.P.Val,P.Value,t,B,logFC,SPOT_ID
17467534,6.27E-07,5.07E-08,8.0911995,7.66595,1.10792461,chr6(-):70260409-70260933
17280810,6.28E-07,5.08E-08,-8.0903494,7.66415,-0.52425878,chr12(-):40033291-40038025
17485497,6.29E-07,5.08E-08,8.0895728,7.66251,0.63882253,chr7(-):3221510-3249740
17203213,6.29E-07,5.08E-08,8.0895489,7.66246,2.03906147,--normgene->intron
17484701,6.30E-07,5.09E-08,8.0887477,7.66077,1.07243292,chr7(+):140967221-140969827
17394647,6.30E-07,5.09E-08,8.0887459,7.66077,0.52544158,chr2(-):167035793-167063015
17203175,6.31E-07,5.10E-08,8.0877703,7.6587,0.82979872,--normgene->intron
17301131,6.31E-07,5.10E-08,-8.0876967,7.65855,-0.81561606,chr14(+):62292589-62372992
17407864,6.32E-07,5.12E-08,8.0861824,7.65535,0.54066914,chr3(-):95739974-95754977
17283932,6.33E-07,5.13E-08,8.0852023,7.65327,1.20340903,--not in current csv annotation file
17443924,6.34E-07,5.13E-08,-8.0849168,7.65267,-0.56153672,chr5(+):139150223-139186510
17284390,6.35E-07,5.15E-08,8.083365,7.64939,0.60290333,chr12(-):113653291-113653724
17423037,6.37E-07,5.16E-08,-8.0820882,7.64669,-0.72207414,chr4(-):4762484-4793355
17352203,6.39E-07,5.18E-08,8.0805595,7.64346,0.72997789,chr18(+):82910879-83005314
17537607,6.39E-07,5.18E-08,-8.0805562,7.64345,-0.36808425,chrX(+):134059187-134086821
17411594,6.39E-07,5.18E-08,-8.0803139,7.64294,-0.82017156,chr4(+):6191098-6221688
17537962,6.39E-07,5.19E-08,8.079661,7.64156,0.58676364,chrX(+):136822671-136839733
17285157,6.41E-07,5.20E-08,8.0784958,7.63909,0.76932644,chr13(+):12395375-12438893
17257085,6.46E-07,5.25E-08,-8.0743329,7.63029,-0.87216247,chr11(+):103116325-103119725
17246284,6.49E-07,5.27E-08,-8.0720828,7.62553,-0.74113653,chr10(-):128669887-128673918
17405119,6.50E-07,5.28E-08,-8.070762,7.62273,-0.603439,chr3(-):51388412-51396738
17450448,6.54E-07,5.32E-08,8.0676579,7.61616,1.54074228,chr5(-):105078394-105110292
17511825,6.57E-07,5.34E-08,-8.0658837,7.61241,-0.54218717,chr8(-):94019403-94037039
17349283,6.59E-07,5.35E-08,8.0643179,7.60909,0.43931422,chr18(+):32377217-32435740
17508380,6.59E-07,5.36E-08,8.0640512,7.60853,0.75897197,chr8(-):25578490-25597487
17368685,6.59E-07,5.36E-08,8.0639465,7.60831,0.82361878,chr2(+):28513125-28553082
17374295,6.60E-07,5.37E-08,-8.0626635,7.60559,-0.56817444,chr2(+):112454997-112472162
17264651,6.63E-07,5.40E-08,8.0605006,7.60101,0.75288442,chr11(-):69398508-69413675
17397297,6.64E-07,5.41E-08,-8.0597006,7.59932,-0.80839269,chr3(+):40894145-40938138
17379606,6.66E-07,5.42E-08,8.0580857,7.5959,1.72303808,chr2(+):164940780-164955850
17459291,6.66E-07,5.42E-08,8.0580235,7.59577,5.51760725,chr6(+):67609745-67610508
17467379,6.68E-07,5.45E-08,8.0560565,7.5916,2.72099558,chr6(-):67954228-67954690
17307923,6.70E-07,5.47E-08,-8.0543666,7.58802,-0.44559792,chr14(-):66985239-67008877
17284417,6.71E-07,5.47E-08,8.053648,7.5865,0.60753525,chr12(-):113826646-113827121
17389578,6.75E-07,5.51E-08,8.0506287,7.5801,0.73874072,chr2(-):114516416-114654964
17534385,6.86E-07,5.60E-08,8.0424387,7.56275,0.57034322,chrX(+):41401128-41678601
17282090,6.89E-07,5.62E-08,8.0407864,7.55924,0.44687547,chr12(-):76937269-76962248
17261865,6.89E-07,5.62E-08,-8.0405962,7.55884,-0.41377011,chr11(-):40748552-40755311
17250183,6.93E-07,5.66E-08,8.0375829,7.55245,0.50979206,chr11(+):58978093-58991458
17300093,6.94E-07,5.67E-08,-8.0367984,7.55079,-2.04562406,chr14(+):53806525-53807113
17532564,6.94E-07,5.67E-08,8.0366878,7.55055,0.73283325,chr9(-):123852315-123862029
17379328,6.94E-07,5.67E-08,-8.0363248,7.54978,-0.47392022,chr2(+):163994960-164018588
17437224,6.94E-07,5.67E-08,8.0362208,7.54956,1.47895069,chr5(+):43876036-43877304
17382384,7.00E-07,5.72E-08,-8.0320857,7.54079,-0.52072461,chr2(-):25192720-25196886
17228860,7.00E-07,5.73E-08,-8.0315732,7.53971,-0.66804161,chr1(-):161725523-161727605
17249434,7.01E-07,5.74E-08,8.030655,7.53776,1.22382964,chr11(+):52233724-52236619
17266368,7.03E-07,5.76E-08,8.0290445,7.53434,1.41533661,chr11(-):78181299-78181363
17527433,7.07E-07,5.79E-08,-8.0263314,7.52859,-0.8288565,chr9(-):56201126-56418050
17385879,7.07E-07,5.79E-08,8.0261738,7.52825,0.64063006,chr2(-):65088339-65239403
17345316,7.08E-07,5.80E-08,-8.0251806,7.52614,-0.51367603,--not in current csv annotation file
17512654,7.11E-07,5.83E-08,8.0233202,7.5222,0.60181989,chr8(-):106163510-106164713
17496777,7.11E-07,5.83E-08,-8.0227611,7.52101,-0.81086614,chr7(-):127865170-127876828
17538826,7.12E-07,5.84E-08,8.0223484,7.52013,0.43403472,--not in current csv annotation file
17271751,7.15E-07,5.87E-08,8.0199258,7.51499,0.73603956,chr11(-):115020728-115027012
17429880,7.17E-07,5.89E-08,-8.0183842,7.51172,-0.53606828,chr4(-):124849485-124850730
17264521,7.29E-07,5.98E-08,-8.0104569,7.49489,-0.83021972,chr11(-):69183885-69197843
17297801,7.30E-07,5.99E-08,-8.0096825,7.49324,-0.47718244,chr14(+):26012802-26026017
17297833,7.30E-07,5.99E-08,-8.0096825,7.49324,-0.47718244,chr14(+):26152416-26165631
17538764,7.34E-07,6.03E-08,8.0067825,7.48708,0.53162511,--not in current csv annotation file
17436629,7.34E-07,6.03E-08,-8.0067565,7.48703,-0.58938733,chr5(+):34573664-34632308
17548850,7.34E-07,6.03E-08,-8.0065699,7.48663,-0.34356761,chrX(-):60045111-60046229
17279516,7.34E-07,6.03E-08,-8.0063682,7.4862,-0.65021233,chr12(+):113156421-113175525
17405247,7.35E-07,6.04E-08,-8.0055511,7.48447,-0.52693069,chr3(-):54728678-54735393
17437674,7.39E-07,6.08E-08,-8.0026902,7.47839,-0.78521558,chr5(+):64803389-64830129
17211998,7.39E-07,6.08E-08,8.0026584,7.47832,0.60072417,chr1(+):37890477-37898535
17521178,7.39E-07,6.08E-08,-8.0026354,7.47827,-1.11152336,chr9(+):106281061-106350521
17361850,7.42E-07,6.11E-08,8.0003266,7.47336,0.89914853,chr19(-):5917556-5924816
17219484,7.43E-07,6.12E-08,-7.9996194,7.47186,-0.45026089,--not in current csv annotation file
17339313,7.46E-07,6.15E-08,7.9972054,7.46673,0.81641133,chr17(+):69156810-69289989
17245152,7.47E-07,6.16E-08,7.9967614,7.46579,0.69543758,chr10(-):116905781-116950380
17219554,7.51E-07,6.19E-08,7.9940223,7.45996,0.50308147,chr1(+):172481788-172498878
17376685,7.51E-07,6.19E-08,7.9939966,7.45991,0.50972514,chr2(+):134786159-135475258
17339476,7.51E-07,6.20E-08,7.9935909,7.45905,0.50160375,chr17(+):71616215-71659031
17337110,7.52E-07,6.20E-08,7.9930606,7.45792,0.85151556,chr17(+):35394099-35395632
17472159,7.52E-07,6.21E-08,-7.992876,7.45753,-1.09358042,chr6(-):136801553-136804431
17402595,7.52E-07,6.21E-08,-7.9928473,7.45746,-0.629806,chr3(+):129901425-129914103
17456485,7.52E-07,6.21E-08,-7.9923816,7.45647,-0.48563058,chr6(+):28423560-28426602
17547579,7.56E-07,6.24E-08,7.9899553,7.45131,1.02464669,chr11(+):79570987-79573639
17271692,7.56E-07,6.25E-08,7.9896898,7.45075,0.54491083,chr11(-):114219239-114238502
17378272,7.57E-07,6.26E-08,-7.9888823,7.44903,-0.38066336,chr2(+):154791096-154867261
17267420,7.60E-07,6.29E-08,7.9865242,7.44402,0.83127669,chr11(-):86936425-86993762
17290324,7.63E-07,6.31E-08,-7.9847328,7.44021,-0.59795081,chr13(-):6579768-6648777
17376563,7.64E-07,6.33E-08,-7.9836366,7.43787,-0.66154356,chr2(+):132263148-132312050
17356622,7.71E-07,6.38E-08,-7.9791474,7.42832,-0.91813019,chr19(+):6084983-6091777
17231248,7.74E-07,6.41E-08,7.9770559,7.42387,0.82702306,chr1(-):193272160-193273188
17219448,7.75E-07,6.42E-08,-7.9764646,7.42261,-0.37257164,chr1(+):172082529-172122332
17470010,7.76E-07,6.43E-08,7.9759736,7.42157,0.68322911,chr6(-):116018618-116193486
17460451,7.80E-07,6.46E-08,7.9734605,7.41622,0.75705514,chr6(+):86526271-86564449
17367949,7.82E-07,6.48E-08,-7.9720862,7.41329,-0.87215417,chr2(+):25372321-25378213
17325592,7.83E-07,6.50E-08,-7.9708251,7.41061,-0.62106961,chr16(+):38362173-38378216
17203191,7.89E-07,6.54E-08,7.9675029,7.40353,1.72151489,--normgene->intron
17263925,7.91E-07,6.56E-08,7.9657252,7.39975,0.63425086,chr11(-):61864568-61868768
17354269,7.95E-07,6.60E-08,7.9631546,7.39427,0.84689567,chr18(-):46558231-46574533
17516960,7.95E-07,6.60E-08,7.9630752,7.3941,0.97916467,chr9(+):47530173-47857637
17492196,7.99E-07,6.64E-08,-7.9604595,7.38853,-0.71558194,chr7(-):74275418-74554780
17254840,8.01E-07,6.65E-08,-7.9594058,7.38629,-0.78050364,chr11(+):87760541-87785928
17374648,8.05E-07,6.69E-08,7.956744,7.38061,0.64277431,chr2(+):118861954-118882909
17324643,8.12E-07,6.74E-08,-7.952672,7.37194,-1.0112975,chr16(+):31422280-31458901
17341905,8.12E-07,6.75E-08,-7.9523688,7.37129,-0.79730739,chr17(-):24527795-24533747
17203493,8.14E-07,6.77E-08,-7.950752,7.36784,-1.5245585,--normgene->intron
17202395,8.21E-07,6.83E-08,7.9465703,7.35893,2.14393542,--normgene->intron
17383164,8.27E-07,6.88E-08,-7.9430136,7.35134,-0.65419522,chr2(-):26905262-26910677
17500626,8.28E-07,6.89E-08,-7.9425661,7.35039,-0.59491039,chr8(+):39005845-39165114
17332645,8.31E-07,6.92E-08,7.9404658,7.34591,0.73162414,chr16(-):97947435-97962621
17308626,8.31E-07,6.92E-08,7.9401085,7.34515,0.65642275,chr14(-):74754673-74947877
17422914,8.33E-07,6.94E-08,7.9390046,7.34279,0.45979153,chr4(+):156236010-156247616
17459355,8.33E-07,6.94E-08,7.9387028,7.34215,0.76594628,chr6(+):68541658-68542422
17221191,8.42E-07,7.02E-08,7.9334138,7.33086,1.92564192,chr1(-):9942463-9942549
17444813,8.42E-07,7.02E-08,-7.9332798,7.33058,-0.47006497,chr5(+):146948657-146955614
17462863,8.44E-07,7.04E-08,7.9318759,7.32758,0.52204519,chr6(+):124493113-124510643
17366123,8.47E-07,7.07E-08,7.9299863,7.32355,0.83602347,chr19(-):60837277-60861479
17354857,8.48E-07,7.07E-08,7.9297581,7.32306,0.86344114,chr18(-):62177816-62179959
17457785,8.48E-07,7.07E-08,-7.9296479,7.32282,-1.53187533,chr6(+):41535642-41535686
17270453,8.53E-07,7.12E-08,7.9266849,7.3165,0.51748356,chr11(-):103219762-103267745
17356523,8.57E-07,7.16E-08,-7.9240446,7.31086,-0.76715806,chr19(+):5727206-5731627
17213185,8.57E-07,7.16E-08,-7.9238012,7.31034,-0.52371006,chr1(+):58646608-58648317
17518312,8.57E-07,7.16E-08,7.9236496,7.31002,1.19239717,chr9(+):64175423-64175522
17226676,8.59E-07,7.18E-08,7.9223551,7.30725,0.58889558,chr1(-):130689043-130729253
17499670,8.62E-07,7.21E-08,7.9206258,7.30356,0.628468,chr8(+):20146094-20148549
17521405,8.62E-07,7.21E-08,-7.9206027,7.30351,-0.53690764,chr9(+):107551555-107562267
17462764,8.64E-07,7.23E-08,7.9193339,7.3008,0.781011,chr6(+):123106428-123143999
17503942,8.68E-07,7.26E-08,-7.9168877,7.29558,-1.37608742,chr8(+):94179089-94180327
17519509,8.69E-07,7.27E-08,-7.9164229,7.29458,-0.65143242,chr9(+):75441524-75466432
17412144,8.72E-07,7.30E-08,-7.9146608,7.29082,-0.50157669,chr4(+):21767156-21837872
17421821,8.72E-07,7.30E-08,-7.9145024,7.29048,-0.66416678,chr4(+):149518236-149566437
17514320,8.75E-07,7.33E-08,-7.9125009,7.2862,-0.48752878,chr8(-):129216615-129234003
17468571,8.78E-07,7.36E-08,-7.9106059,7.28215,-0.55946708,chr6(-):86848407-86849440
17504174,8.79E-07,7.37E-08,7.9102445,7.28138,1.54355917,chr8(+):94923694-94943290
17300100,8.79E-07,7.37E-08,-7.9098714,7.28058,-1.19421392,chr14(+):53845234-53845826
17222396,8.80E-07,7.38E-08,7.9094495,7.27968,0.60609744,chr1(-):37874801-37890411
17312242,8.81E-07,7.39E-08,-7.9083415,7.27731,-0.64797206,chr15(+):75616679-75625300
17257444,8.81E-07,7.40E-08,7.9082879,7.2772,1.33888297,chr11(+):105967945-105989964
17460099,8.82E-07,7.40E-08,-7.9078803,7.27633,-0.64573178,chr6(+):83711264-83738304
17548234,8.85E-07,7.43E-08,-7.9058536,7.272,-1.38524197,chr2(-):174266428-174267046
17397426,8.93E-07,7.50E-08,-7.9015771,7.26285,-0.87051447,chr3(+):51224447-51251654
17273086,8.98E-07,7.55E-08,-7.8985365,7.25635,-0.46362325,chr11(-):120379798-120437708
17328432,8.98E-07,7.55E-08,-7.8984187,7.2561,-0.70132856,chr16(-):15623897-15637400
17338231,9.00E-07,7.57E-08,-7.8972442,7.25359,-2.924526,chr17(+):47290956-47291028
17284327,9.04E-07,7.60E-08,7.8952156,7.24925,1.45527889,chr12(-):113285325-113288930
17411503,9.05E-07,7.61E-08,7.8943136,7.24732,0.46493189,chr4(+):3574875-3616624
17414250,9.09E-07,7.64E-08,-7.8923467,7.24311,-0.66340853,chr4(+):53826045-53862019
17238928,9.12E-07,7.68E-08,7.8904238,7.239,0.74714128,chr10(-):5327316-5327482
17309420,9.15E-07,7.70E-08,-7.8889084,7.23575,-0.51161194,chr14(-):118482692-118706219
17459447,9.17E-07,7.72E-08,7.8876668,7.2331,1.30211803,chr6(+):70855444-70855579
17438602,9.18E-07,7.73E-08,7.886923,7.2315,0.3311745,chr5(+):86804221-86836659
17475311,9.22E-07,7.77E-08,7.884638,7.22661,0.50211203,chr7(+):25619414-25625551
17247867,9.22E-07,7.77E-08,7.8845765,7.22648,0.8415,chr11(+):24201418-24217601
17335493,9.26E-07,7.81E-08,-7.8820778,7.22113,-0.42159289,chr17(+):29268788-29302887
17440108,9.26E-07,7.81E-08,-7.8819096,7.22077,-0.91007567,--not in current csv annotation file
17524014,9.33E-07,7.87E-08,-7.8783773,7.21321,-0.49321608,chr9(-):14353990-14381507
17462430,9.36E-07,7.90E-08,7.8767485,7.20972,0.63078917,chr6(+):121210734-121226854
17407116,9.46E-07,7.98E-08,-7.8715135,7.19851,-0.77493072,chr3(-):89415472-89418383
17292107,9.46E-07,7.99E-08,-7.871221,7.19788,-1.17276647,chr13(-):43151740-43171501
17230087,9.48E-07,8.01E-08,7.8700567,7.19539,0.70426867,chr1(-):173920400-173942672
17309397,9.51E-07,8.04E-08,-7.8682611,7.19154,-0.70994847,chr14(-):118111911-118132765
17537088,9.51E-07,8.04E-08,-7.868117,7.19123,-0.84609011,chrX(+):106187100-106203699
17203297,9.54E-07,8.07E-08,7.8665971,7.18798,1.50010047,--normgene->intron
17550060,9.55E-07,8.08E-08,7.8659337,7.18655,1.07376567,--not in current csv annotation file
17306975,9.57E-07,8.10E-08,7.8647685,7.18406,1.07416119,chr14(-):56099881-56102574
17290646,9.57E-07,8.10E-08,7.8645966,7.18369,0.95656,chr13(-):12471209-12520450
17468143,9.57E-07,8.10E-08,-7.8644713,7.18342,-0.56573303,chr6(-):83305691-83317606
17467377,9.59E-07,8.12E-08,7.8636885,7.18174,1.35639653,chr6(-):67942074-67942360
17527825,9.59E-07,8.12E-08,-7.8633631,7.18105,-1.06111939,chr9(-):59825921-59941077
17441968,9.65E-07,8.17E-08,7.8603854,7.17466,0.54796408,chr5(+):121711337-121814950
17482857,9.66E-07,8.18E-08,-7.8598545,7.17352,-0.82487675,chr7(+):123214780-123273253
17253858,9.66E-07,8.18E-08,-7.8597105,7.17322,-0.91800044,chr11(+):80089400-80135794
17435474,9.67E-07,8.19E-08,7.8590122,7.17172,0.85636592,chr5(+):25222882-25265918
17275332,9.67E-07,8.20E-08,-7.8588387,7.17135,-0.83866694,chr12(+):51348061-51376986
17444267,9.69E-07,8.22E-08,7.8574913,7.16846,0.59128356,chr5(+):142960343-142973189
17401562,9.71E-07,8.24E-08,-7.8562698,7.16584,-0.60610214,--not in current csv annotation file
17219643,9.74E-07,8.26E-08,7.8549995,7.16312,0.91207903,chr1(+):173350879-173466040
17204631,9.77E-07,8.29E-08,7.8533639,7.15961,1.26655322,--normgene->intron
17353358,9.77E-07,8.29E-08,-7.8532211,7.1593,-0.72462658,chr18(-):33199355-33213862
17319596,9.78E-07,8.30E-08,-7.8526837,7.15815,-0.88955528,chr15(-):82233762-82244747
17440293,9.84E-07,8.36E-08,7.8495417,7.15141,1.05008433,chr5(+):108660331-108684558
17516613,9.90E-07,8.41E-08,-7.8465454,7.14498,-1.31900928,chr9(+):44464157-44465532
17387432,9.92E-07,8.43E-08,7.8453922,7.14251,0.68820539,chr2(-):84600071-84650765
17440134,9.94E-07,8.46E-08,7.8439273,7.13936,0.83235278,chr5(+):107907345-107907476
17318983,1.01E-06,8.56E-08,-7.8382712,7.12723,-0.56135967,chr15(-):78399265-78405859
17419409,1.01E-06,8.60E-08,7.8357381,7.12179,0.61934189,chr4(+):132310240-132310369
17248309,1.01E-06,8.60E-08,-7.8357157,7.12174,-0.36064744,chr11(+):32533266-32624595
17284654,1.01E-06,8.61E-08,7.83534,7.12093,1.32327336,chr12(-):115912344-115912776
17293704,1.01E-06,8.63E-08,7.834229,7.11855,1.75734272,chr13(-):64296437-64296524
17220364,1.02E-06,8.67E-08,-7.8321001,7.11398,-0.54830067,chr1(+):182124737-182132415
17204623,1.02E-06,8.69E-08,7.8308438,7.11128,1.71308808,--normgene->intron
17332236,1.02E-06,8.72E-08,-7.8294844,7.10836,-0.60834503,chr16(-):92601466-92826066
17215222,1.03E-06,8.74E-08,-7.8279771,7.10512,-0.34986775,chr1(+):87213914-87240488
17263609,1.03E-06,8.78E-08,-7.8258974,7.10065,-0.51942925,chr11(-):60714143-60727263
17547809,1.03E-06,8.80E-08,-7.8246837,7.09805,-0.49637181,chr14(+):56811770-56812994
17371912,1.04E-06,8.86E-08,7.8215069,7.09122,0.53015492,chr2(+):72285637-72442610
17459550,1.04E-06,8.88E-08,7.8203504,7.08874,0.62428769,chr6(+):71909053-71979360
17294828,1.04E-06,8.91E-08,7.8187579,7.08531,0.65204183,chr13(-):91880400-92131656
17463650,1.04E-06,8.91E-08,-7.8186997,7.08519,-0.41915644,chr6(+):133105239-133107747
17336660,1.04E-06,8.92E-08,7.8186033,7.08498,0.53497164,chr17(+):34647146-34655074
17427494,1.04E-06,8.92E-08,7.818413,7.08457,0.84481989,chr4(-):98936665-99120915
17289908,1.06E-06,9.05E-08,7.8117253,7.0702,0.54976961,chr13(+):112660766-112738752
17396132,1.06E-06,9.06E-08,7.8107182,7.06803,0.54463217,chr3(+):14578671-14606309
17350921,1.06E-06,9.08E-08,7.8097217,7.06589,3.10957025,chr18(+):60293380-60303016
17346043,1.07E-06,9.13E-08,7.8073442,7.06078,0.76919322,chr17(-):55652025-55712628
17359531,1.07E-06,9.14E-08,-7.8070037,7.06004,-0.75938869,chr19(+):42147389-42151703
17424203,1.07E-06,9.15E-08,-7.8060428,7.05798,-0.44057061,chr4(-):41291300-41314901
17271244,1.07E-06,9.16E-08,-7.8058666,7.0576,-0.40865403,chr11(-):109450855-109473598
17517031,1.07E-06,9.16E-08,-7.8058263,7.05751,-0.49249008,chr9(+):49055581-49078773
17547939,1.07E-06,9.19E-08,-7.8042867,7.0542,-0.69338039,chr16(+):22053504-22053935
17300227,1.07E-06,9.21E-08,-7.803048,7.05153,-1.39517075,chr14(+):54207139-54207197
17431053,1.07E-06,9.21E-08,-7.802945,7.05131,-0.34838592,chr4(-):133605299-133650154
17285710,1.08E-06,9.25E-08,-7.8010949,7.04733,-0.84024878,chr13(+):21833743-21837530
17291014,1.08E-06,9.25E-08,-7.8010949,7.04733,-0.84024878,chr13(-):21806412-21810199
17479875,1.08E-06,9.26E-08,7.8004586,7.04596,0.61696558,chr7(+):83631959-83653127
17327765,1.08E-06,9.28E-08,-7.7995241,7.04395,-0.34323033,chr16(-):4626133-4679777
17392676,1.08E-06,9.28E-08,-7.7993114,7.0435,-0.67269894,chr2(-):150583080-150608567
17215097,1.09E-06,9.33E-08,7.7970179,7.03856,0.53956839,chr1(+):86303221-86307305
17274658,1.09E-06,9.35E-08,-7.7959527,7.03627,-0.52157425,chr12(+):28751828-28867491
17318070,1.09E-06,9.39E-08,7.7937059,7.03143,0.69132583,chr15(-):74878336-74881704
17469705,1.10E-06,9.45E-08,7.7906779,7.02491,0.86785711,chr6(-):113334124-113343984
17497113,1.10E-06,9.46E-08,-7.7904238,7.02437,-0.51620992,chr7(-):132712082-132813886
17462059,1.10E-06,9.46E-08,7.7902216,7.02393,0.34872128,chr6(+):116208033-116262671
17288145,1.10E-06,9.48E-08,-7.7895801,7.02255,-0.70818497,chr13(+):64161866-64186537
17308916,1.10E-06,9.50E-08,-7.7881189,7.0194,-0.414767,chr14(-):79459937-79481268
17455498,1.11E-06,9.54E-08,7.7865329,7.01599,0.69658458,chr5(-):149282752-149287868
17264021,1.11E-06,9.56E-08,-7.7854021,7.01355,-0.87875936,chr11(-):62524944-62539261
17357717,1.11E-06,9.58E-08,-7.7842644,7.0111,-0.81633811,chr19(+):11695267-11695342
17322682,1.12E-06,9.62E-08,7.7825363,7.00738,0.45703106,chr16(+):5233621-5244912
17354995,1.12E-06,9.62E-08,-7.7822251,7.00671,-1.29152711,chr18(-):64456550-64489066
17238842,1.13E-06,9.71E-08,7.7777341,6.99704,0.84747314,chr10(-):5218499-5218758
17276714,1.13E-06,9.72E-08,7.7773252,6.99616,1.08671225,chr12(+):78748947-78840714
17345202,1.13E-06,9.72E-08,-7.7772581,6.99601,-0.77678011,chr17(-):45585200-45599606
17324274,1.13E-06,9.74E-08,7.7762492,6.99384,0.66254956,chr16(+):22009484-22049269
17383886,1.14E-06,9.80E-08,-7.7736375,6.98821,-0.68685461,chr2(-):32377097-32381938
17391018,1.14E-06,9.81E-08,-7.7728668,6.98655,-0.49373031,chr2(-):125830304-125859139
17407979,1.14E-06,9.85E-08,-7.7713046,6.98318,-0.616248,chr3(-):95999832-96058466
17471744,1.14E-06,9.85E-08,7.7710994,6.98274,1.24921397,chr6(-):130149106-130160771
17507637,1.14E-06,9.86E-08,-7.770658,6.98179,-0.46146264,chr8(-):13566950-13677603
17412213,1.14E-06,9.87E-08,7.7701128,6.98061,0.68748322,chr4(+):22357543-22434091
17305685,1.14E-06,9.88E-08,7.769578,6.97946,0.63946667,chr14(-):45593174-45658143
17475956,1.15E-06,9.92E-08,-7.7676839,6.97538,-0.34250261,chr7(+):28808541-28822266
17203135,1.15E-06,9.93E-08,7.7673457,6.97465,1.87420644,--normgene->intron
17394275,1.15E-06,9.93E-08,-7.7673303,6.97462,-0.44171689,chr2(-):164792768-164804882
17447017,1.15E-06,9.94E-08,-7.7665901,6.97302,-0.53625456,chr5(-):31624026-31697627
17435934,1.16E-06,1.00E-07,7.7632191,6.96575,0.77117172,chr5(+):30921556-30931246
17467447,1.16E-06,1.00E-07,7.7628288,6.96491,2.52830611,chr6(-):69377944-69378229
17412191,1.16E-06,1.01E-07,-7.7608688,6.96068,-0.86089569,chr4(+):21879673-21912162
17394694,1.16E-06,1.01E-07,7.7596965,6.95815,0.63011472,chr2(-):167298444-167349183
17307025,1.17E-06,1.01E-07,-7.7590438,6.95675,-1.93002425,chr14(-):56231401-56234656
17308570,1.17E-06,1.01E-07,-7.7578825,6.95424,-0.32572544,chr14(-):73195502-73325822
17448772,1.18E-06,1.02E-07,-7.75453,6.94701,-1.75424961,--not in current csv annotation file
17302279,1.18E-06,1.02E-07,7.7544727,6.94689,0.8426475,chr14(+):80000302-80022860
17431454,1.18E-06,1.02E-07,-7.7540006,6.94587,-1.13887122,chr4(-):135445420-135495038
17433006,1.18E-06,1.02E-07,7.7539425,6.94574,0.70987736,chr4(-):148947492-148948914
17496863,1.18E-06,1.03E-07,-7.7520428,6.94164,-0.79595089,chr7(-):128234451-128238031
17383188,1.18E-06,1.03E-07,-7.7515071,6.94049,-0.60723619,chr2(-):26920040-26933928
17250734,1.18E-06,1.03E-07,7.7507393,6.93883,0.60333786,chr11(+):62602877-62604807
17413570,1.18E-06,1.03E-07,7.7505531,6.93843,0.50067633,chr4(+):44967769-44971096
17272287,1.19E-06,1.03E-07,-7.7490739,6.93524,-0.43801125,chr11(-):116245166-116274217
17453726,1.19E-06,1.03E-07,7.7485276,6.93406,0.74949344,chr5(-):136248135-136567487
17230005,1.19E-06,1.03E-07,7.7475048,6.93185,0.682699,chr1(-):173468413-173491041
17367536,1.19E-06,1.04E-07,-7.7470826,6.93094,-0.56583842,chr2(+):22774094-22875653
17347281,1.19E-06,1.04E-07,-7.7461353,6.92889,-0.45123033,chr17(-):78649913-78737196
17398023,1.20E-06,1.04E-07,-7.7447949,6.926,-0.45013547,chr3(+):63976106-64022579
17205529,1.20E-06,1.04E-07,7.7445804,6.92554,1.75584394,--normgene->intron
17389861,1.20E-06,1.04E-07,7.7442915,6.92491,0.38178769,chr2(-):119373042-119477687
17291343,1.20E-06,1.04E-07,-7.7437409,6.92372,-0.99783742,chr13(-):24751845-24761937
17450668,1.20E-06,1.04E-07,-7.7433881,6.92296,-1.35362425,chr5(-):107630250-107633850
17371939,1.20E-06,1.04E-07,7.7430878,6.92231,0.55236167,chr2(+):72327687-72327994
17334304,1.20E-06,1.05E-07,7.7423109,6.92064,0.45610489,chr17(+):24549950-24596514
17342676,1.20E-06,1.05E-07,-7.741629,6.91916,-0.50897708,chr17(-):27019810-27029009
17545051,1.20E-06,1.05E-07,-7.7412623,6.91837,-0.81855053,chrX(-):142317993-142390535
17337441,1.21E-06,1.05E-07,7.7400303,6.91571,0.46298986,chr17(+):36837141-36859398
17231066,1.21E-06,1.06E-07,-7.7380051,6.91134,-1.21264136,chr1(-):191537365-191575534
17503214,1.22E-06,1.06E-07,-7.7354786,6.90588,-0.70844267,chr8(+):84723007-84726846
17407738,1.22E-06,1.06E-07,-7.7341122,6.90293,-0.60092258,chr3(-):95218544-95228677
17465373,1.22E-06,1.07E-07,-7.7331589,6.90087,-0.74730519,chr6(-):29200434-29216364
17290850,1.22E-06,1.07E-07,7.7324394,6.89932,1.509102,chr13(-):19311245-19311304
17341697,1.22E-06,1.07E-07,-7.7322073,6.89881,-0.46461714,--not in current csv annotation file
17254305,1.23E-06,1.07E-07,7.7313355,6.89693,0.36503353,chr11(+):83753637-83783754
17333169,1.23E-06,1.07E-07,-7.7309935,6.89619,-0.73816239,chr17(+):8988333-9008319
17447128,1.23E-06,1.07E-07,-7.730917,6.89603,-0.58053381,chr5(-):33634952-33652574
17313705,1.23E-06,1.07E-07,7.7301611,6.89439,0.62422592,chr15(+):84232043-84315688
17548873,1.23E-06,1.07E-07,7.7294969,6.89296,0.61803803,chrX(-):104382042-104382506
17218845,1.23E-06,1.08E-07,7.7288834,6.89163,0.88408161,chr1(+):164115264-164150026
17300131,1.23E-06,1.08E-07,-7.7275154,6.88868,-2.14152053,chr14(+):54155005-54155076
